filename,sample_id,room_count,unique_classes,unique_class_count,semantic_nonzero_pixels,outline_pixels,sem_shape,outline_shape,valid,reason,present_in_clean_folder,missing_keys,error
high_quality_architectural_10058_Floor-2.npz,high_quality_architectural/10058/Floor-2,4,"0,3,7,8",4,9388,9388,256x256,256x256,True,kept,True,,
high_quality_architectural_10059_Floor-1.npz,high_quality_architectural/10059/Floor-1,3,"0,1,2,4,8",5,28094,28094,256x256,256x256,True,kept,True,,
high_quality_architectural_10063_Floor-1.npz,high_quality_architectural/10063/Floor-1,10,"0,1,2,4,5,6,7,8",8,25034,25034,256x256,256x256,True,kept,True,,
high_quality_architectural_10063_Floor-2.npz,high_quality_architectural/10063/Floor-2,1,"0,7,8",3,1321,1321,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_10069_Floor-1.npz,high_quality_architectural/10069/Floor-1,12,"0,2,3,4,5,7,8",7,38439,38439,256x256,256x256,True,kept,True,,
high_quality_architectural_10070_Floor-1.npz,high_quality_architectural/10070/Floor-1,1,"0,4,8",3,4389,4389,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_10074_Floor-1.npz,high_quality_architectural/10074/Floor-1,12,"0,1,2,3,4,5,7,8",8,18513,18513,256x256,256x256,True,kept,True,,
high_quality_architectural_10074_Floor-2.npz,high_quality_architectural/10074/Floor-2,3,"0,3,5,7,8",5,9202,9202,256x256,256x256,True,kept,True,,
high_quality_architectural_10075_Floor-1.npz,high_quality_architectural/10075/Floor-1,3,"0,1,2,3,4,5,8",7,31167,31167,256x256,256x256,True,kept,True,,
high_quality_architectural_10080_Floor-1.npz,high_quality_architectural/10080/Floor-1,2,"0,1,2,4,5,7,8",7,31384,31384,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_10082_Floor-1.npz,high_quality_architectural/10082/Floor-1,10,"0,1,2,3,4,5,6,7,8",9,21121,21121,256x256,256x256,True,kept,True,,
high_quality_architectural_10084_Floor-1.npz,high_quality_architectural/10084/Floor-1,4,"0,2,5,8",4,21754,21754,256x256,256x256,True,kept,True,,
high_quality_architectural_10088_Floor-1.npz,high_quality_architectural/10088/Floor-1,12,"0,1,2,3,4,5,7,8",8,30433,30433,256x256,256x256,True,kept,True,,
high_quality_architectural_10089_Floor-1.npz,high_quality_architectural/10089/Floor-1,5,"0,1,2,3,5,7,8",7,20766,20766,256x256,256x256,True,kept,True,,
high_quality_architectural_10092_Floor-1.npz,high_quality_architectural/10092/Floor-1,2,"0,7,8",3,4326,4326,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_10092_Floor-2.npz,high_quality_architectural/10092/Floor-2,6,"0,1,2,4,5,7,8",7,11725,11725,256x256,256x256,True,kept,True,,
high_quality_architectural_10092_Floor-3.npz,high_quality_architectural/10092/Floor-3,7,"0,3,4,5,7,8",6,11610,11610,256x256,256x256,True,kept,True,,
high_quality_architectural_10093_Floor-1.npz,high_quality_architectural/10093/Floor-1,8,"0,1,2,3,4,5,6,7,8",9,14383,14383,256x256,256x256,True,kept,True,,
high_quality_architectural_10093_Floor-2.npz,high_quality_architectural/10093/Floor-2,7,"0,3,4,5,7,8",6,8162,8162,256x256,256x256,True,kept,True,,
high_quality_architectural_10095_Floor-1.npz,high_quality_architectural/10095/Floor-1,5,"0,1,2,3,5,7,8",7,31493,31493,256x256,256x256,True,kept,True,,
high_quality_architectural_10096_Floor-1.npz,high_quality_architectural/10096/Floor-1,4,"0,1,2,4,7,8",6,38005,38005,256x256,256x256,True,kept,True,,
high_quality_architectural_10097_Floor-1.npz,high_quality_architectural/10097/Floor-1,11,"0,1,2,3,4,5,7,8",8,37534,37534,256x256,256x256,True,kept,True,,
high_quality_architectural_10102_Floor-1.npz,high_quality_architectural/10102/Floor-1,9,"0,1,2,3,4,5,7,8",8,29693,29693,256x256,256x256,True,kept,True,,
high_quality_architectural_10105_Floor-1.npz,high_quality_architectural/10105/Floor-1,6,"0,1,2,3,4,5,7,8",8,35625,35625,256x256,256x256,True,kept,True,,
high_quality_architectural_10108_Floor-1.npz,high_quality_architectural/10108/Floor-1,12,"0,1,2,3,4,5,7,8",8,14253,14253,256x256,256x256,True,kept,True,,
high_quality_architectural_10108_Floor-2.npz,high_quality_architectural/10108/Floor-2,1,"0,4,8",3,2263,2263,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_10113_Floor-1.npz,high_quality_architectural/10113/Floor-1,2,"0,1,4,5,7,8",6,29310,29310,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_10114_Floor-1.npz,high_quality_architectural/10114/Floor-1,6,"0,1,2,3,4,5,7,8",8,14037,14037,256x256,256x256,True,kept,True,,
high_quality_architectural_10114_Floor-2.npz,high_quality_architectural/10114/Floor-2,5,"0,3,4,5,7,8",6,12050,12050,256x256,256x256,True,kept,True,,
high_quality_architectural_10116_Floor-1.npz,high_quality_architectural/10116/Floor-1,6,"0,2,3,4,5,7,8",7,36702,36702,256x256,256x256,True,kept,True,,
high_quality_architectural_10118_Floor-1.npz,high_quality_architectural/10118/Floor-1,5,"0,1,2,5,8",5,35849,35849,256x256,256x256,True,kept,True,,
high_quality_architectural_10119_Floor-1.npz,high_quality_architectural/10119/Floor-1,5,"0,1,2,3,4,5,8",7,37597,37597,256x256,256x256,True,kept,True,,
high_quality_architectural_10122_Floor-1.npz,high_quality_architectural/10122/Floor-1,6,"0,1,2,4,5,8",6,38031,38031,256x256,256x256,True,kept,True,,
high_quality_architectural_10125_Floor-1.npz,high_quality_architectural/10125/Floor-1,8,"0,1,2,3,4,5,7,8",8,15658,15658,256x256,256x256,True,kept,True,,
high_quality_architectural_10125_Floor-2.npz,high_quality_architectural/10125/Floor-2,6,"0,2,3,4,7,8",6,7248,7248,256x256,256x256,True,kept,True,,
high_quality_architectural_10126_Floor-1.npz,high_quality_architectural/10126/Floor-1,5,"0,1,2,3,4,8",6,41348,41348,256x256,256x256,True,kept,True,,
high_quality_architectural_10127_Floor-1.npz,high_quality_architectural/10127/Floor-1,1,"0,1,2,8",4,34348,34348,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_10128_Floor-1.npz,high_quality_architectural/10128/Floor-1,5,"0,1,2,3,4,5,7,8",8,33156,33156,256x256,256x256,True,kept,True,,
high_quality_architectural_10129_Floor-1.npz,high_quality_architectural/10129/Floor-1,5,"0,1,2,3,4,5,7,8",8,36630,36630,256x256,256x256,True,kept,True,,
high_quality_architectural_10130_Floor-1.npz,high_quality_architectural/10130/Floor-1,7,"0,1,2,3,4,5,7,8",8,37196,37196,256x256,256x256,True,kept,True,,
high_quality_architectural_10131_Floor-1.npz,high_quality_architectural/10131/Floor-1,4,"0,1,2,3,4,8",6,34294,34294,256x256,256x256,True,kept,True,,
high_quality_architectural_10136_Floor-1.npz,high_quality_architectural/10136/Floor-1,0,"0,8",2,2312,2312,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_10136_Floor-2.npz,high_quality_architectural/10136/Floor-2,4,"0,1,2,3,4,5,8",7,18697,18697,256x256,256x256,True,kept,True,,
high_quality_architectural_10139_Floor-1.npz,high_quality_architectural/10139/Floor-1,5,"0,1,3,4,5,7,8",7,27685,27685,256x256,256x256,True,kept,True,,
high_quality_architectural_10140_Floor-1.npz,high_quality_architectural/10140/Floor-1,7,"0,1,3,4,5,7,8",7,29448,29448,256x256,256x256,True,kept,True,,
high_quality_architectural_10141_Floor-1.npz,high_quality_architectural/10141/Floor-1,7,"0,1,2,3,4,5,6,7,8",9,13524,13524,256x256,256x256,True,kept,True,,
high_quality_architectural_10142_Floor-1.npz,high_quality_architectural/10142/Floor-1,3,"0,2,3,5,7,8",6,31219,31219,256x256,256x256,True,kept,True,,
high_quality_architectural_10143_Floor-1.npz,high_quality_architectural/10143/Floor-1,10,"0,1,2,3,4,5,6,7,8",9,27833,27833,256x256,256x256,True,kept,True,,
high_quality_architectural_10146_Floor-1.npz,high_quality_architectural/10146/Floor-1,6,"0,1,2,3,4,5,8",7,38826,38826,256x256,256x256,True,kept,True,,
high_quality_architectural_10147_Floor-1.npz,high_quality_architectural/10147/Floor-1,9,"0,1,2,4,5,7,8",7,49093,49093,256x256,256x256,True,kept,True,,
high_quality_architectural_10149_Floor-1.npz,high_quality_architectural/10149/Floor-1,7,"0,1,2,3,4,5,7,8",8,35156,35156,256x256,256x256,True,kept,True,,
high_quality_architectural_1014_Floor-1.npz,high_quality_architectural/1014/Floor-1,13,"0,1,2,3,4,5,7,8",8,29960,29960,256x256,256x256,True,kept,True,,
high_quality_architectural_10150_Floor-1.npz,high_quality_architectural/10150/Floor-1,5,"0,1,3,5,7,8",6,18981,18981,256x256,256x256,True,kept,True,,
high_quality_architectural_10151_Floor-1.npz,high_quality_architectural/10151/Floor-1,16,"0,1,2,3,4,5,6,7,8",9,24375,24375,256x256,256x256,True,kept,True,,
high_quality_architectural_10152_Floor-1.npz,high_quality_architectural/10152/Floor-1,0,"0,8",2,3618,3618,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_10153_Floor-1.npz,high_quality_architectural/10153/Floor-1,3,"0,1,3,4,8",5,25954,25954,256x256,256x256,True,kept,True,,
high_quality_architectural_10155_Floor-1.npz,high_quality_architectural/10155/Floor-1,0,"0,8",2,2297,2297,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_10156_Floor-1.npz,high_quality_architectural/10156/Floor-1,2,"0,4,7,8",4,4474,4474,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_10156_Floor-2.npz,high_quality_architectural/10156/Floor-2,3,"0,3,4,8",4,11668,11668,256x256,256x256,True,kept,True,,
high_quality_architectural_10158_Floor-1.npz,high_quality_architectural/10158/Floor-1,0,"0,8",2,8801,8801,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_10159_Floor-1.npz,high_quality_architectural/10159/Floor-1,3,"0,1,2,3,5,7,8",7,22234,22234,256x256,256x256,True,kept,True,,
high_quality_architectural_10160_Floor-1.npz,high_quality_architectural/10160/Floor-1,2,"0,1,2,3,5,8",6,20399,20399,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_10161_Floor-1.npz,high_quality_architectural/10161/Floor-1,4,"0,1,3,5,7,8",6,17725,17725,256x256,256x256,True,kept,True,,
high_quality_architectural_10162_Floor-1.npz,high_quality_architectural/10162/Floor-1,4,"0,1,2,3,5,7,8",7,22218,22218,256x256,256x256,True,kept,True,,
high_quality_architectural_10163_Floor-1.npz,high_quality_architectural/10163/Floor-1,0,"0,8",2,7120,7120,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_10167_Floor-1.npz,high_quality_architectural/10167/Floor-1,4,"0,1,2,3,4,5,8",7,39166,39166,256x256,256x256,True,kept,True,,
high_quality_architectural_10170_Floor-1.npz,high_quality_architectural/10170/Floor-1,4,"0,1,2,3,4,5,8",7,34363,34363,256x256,256x256,True,kept,True,,
high_quality_architectural_10172_Floor-1.npz,high_quality_architectural/10172/Floor-1,8,"0,1,3,4,5,6,7,8",8,22143,22143,256x256,256x256,True,kept,True,,
high_quality_architectural_10176_Floor-1.npz,high_quality_architectural/10176/Floor-1,17,"0,1,2,3,4,5,7,8",8,35884,35884,256x256,256x256,True,kept,True,,
high_quality_architectural_10179_Floor-1.npz,high_quality_architectural/10179/Floor-1,2,"0,1,4,8",4,15995,15995,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_10180_Floor-1.npz,high_quality_architectural/10180/Floor-1,4,"0,1,2,4,5,7,8",7,15454,15454,256x256,256x256,True,kept,True,,
high_quality_architectural_10180_Floor-2.npz,high_quality_architectural/10180/Floor-2,5,"0,3,4,5,8",5,13287,13287,256x256,256x256,True,kept,True,,
high_quality_architectural_10182_Floor-1.npz,high_quality_architectural/10182/Floor-1,3,"0,2,4,5,7,8",6,35111,35111,256x256,256x256,True,kept,True,,
high_quality_architectural_10186_Floor-1.npz,high_quality_architectural/10186/Floor-1,4,"0,1,3,4,5,8",6,28837,28837,256x256,256x256,True,kept,True,,
high_quality_architectural_10187_Floor-1.npz,high_quality_architectural/10187/Floor-1,6,"0,1,2,3,4,5,7,8",8,27678,27678,256x256,256x256,True,kept,True,,
high_quality_architectural_1018_Floor-1.npz,high_quality_architectural/1018/Floor-1,0,"0,8",2,3133,3133,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_10190_Floor-1.npz,high_quality_architectural/10190/Floor-1,5,"0,1,2,3,4,7,8",7,36091,36091,256x256,256x256,True,kept,True,,
high_quality_architectural_10195_Floor-1.npz,high_quality_architectural/10195/Floor-1,4,"0,2,7,8",4,14613,14613,256x256,256x256,True,kept,True,,
high_quality_architectural_10195_Floor-2.npz,high_quality_architectural/10195/Floor-2,7,"0,1,2,3,4,5,6,7,8",9,20336,20336,256x256,256x256,True,kept,True,,
high_quality_architectural_10196_Floor-1.npz,high_quality_architectural/10196/Floor-1,4,"0,1,2,4,7,8",6,12960,12960,256x256,256x256,True,kept,True,,
high_quality_architectural_10200_Floor-1.npz,high_quality_architectural/10200/Floor-1,7,"0,2,3,4,5,7,8",7,14156,14156,256x256,256x256,True,kept,True,,
high_quality_architectural_10200_Floor-2.npz,high_quality_architectural/10200/Floor-2,6,"0,3,4,5,7,8",6,14300,14300,256x256,256x256,True,kept,True,,
high_quality_architectural_10203_Floor-1.npz,high_quality_architectural/10203/Floor-1,4,"0,1,2,4,7,8",6,23946,23946,256x256,256x256,True,kept,True,,
high_quality_architectural_10209_Floor-1.npz,high_quality_architectural/10209/Floor-1,9,"0,1,2,3,4,6,7,8",8,38143,38143,256x256,256x256,True,kept,True,,
high_quality_architectural_1020_Floor-1.npz,high_quality_architectural/1020/Floor-1,1,"0,7,8",3,7862,7862,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_10211_Floor-1.npz,high_quality_architectural/10211/Floor-1,8,"0,1,2,3,4,5,7,8",8,37344,37344,256x256,256x256,True,kept,True,,
high_quality_architectural_10212_Floor-1.npz,high_quality_architectural/10212/Floor-1,10,"0,2,3,4,5,7,8",7,38011,38011,256x256,256x256,True,kept,True,,
high_quality_architectural_10213_Floor-1.npz,high_quality_architectural/10213/Floor-1,6,"0,1,3,4,5,7,8",7,35532,35532,256x256,256x256,True,kept,True,,
high_quality_architectural_10216_Floor-1.npz,high_quality_architectural/10216/Floor-1,5,"0,1,2,3,7,8",6,40037,40037,256x256,256x256,True,kept,True,,
high_quality_architectural_10217_Floor-1.npz,high_quality_architectural/10217/Floor-1,3,"0,1,2,3,4,5,8",7,36479,36479,256x256,256x256,True,kept,True,,
high_quality_architectural_10218_Floor-1.npz,high_quality_architectural/10218/Floor-1,3,"0,1,2,4,8",5,24643,24643,256x256,256x256,True,kept,True,,
high_quality_architectural_10219_Floor-1.npz,high_quality_architectural/10219/Floor-1,5,"0,2,4,5,7,8",6,15262,15262,256x256,256x256,True,kept,True,,
high_quality_architectural_10219_Floor-2.npz,high_quality_architectural/10219/Floor-2,5,"0,1,2,3,4,5,8",7,17996,17996,256x256,256x256,True,kept,True,,
high_quality_architectural_1021_Floor-1.npz,high_quality_architectural/1021/Floor-1,4,"0,3,4,7,8",5,4850,4850,256x256,256x256,True,kept,True,,
high_quality_architectural_1021_Floor-2.npz,high_quality_architectural/1021/Floor-2,1,"0,5,8",3,7468,7468,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_10220_Floor-1.npz,high_quality_architectural/10220/Floor-1,0,"0,8",2,4763,4763,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_10222_Floor-1.npz,high_quality_architectural/10222/Floor-1,5,"0,1,2,4,5,7,8",7,26524,26524,256x256,256x256,True,kept,True,,
high_quality_architectural_10224_Floor-1.npz,high_quality_architectural/10224/Floor-1,4,"0,2,3,4,5,8",6,23712,23712,256x256,256x256,True,kept,True,,
high_quality_architectural_10225_Floor-1.npz,high_quality_architectural/10225/Floor-1,5,"0,1,2,3,4,5,8",7,35349,35349,256x256,256x256,True,kept,True,,
high_quality_architectural_10228_Floor-1.npz,high_quality_architectural/10228/Floor-1,14,"0,2,3,4,5,7,8",7,28158,28158,256x256,256x256,True,kept,True,,
high_quality_architectural_10230_Floor-1.npz,high_quality_architectural/10230/Floor-1,5,"0,1,2,3,4,5,7,8",8,37258,37258,256x256,256x256,True,kept,True,,
high_quality_architectural_10231_Floor-1.npz,high_quality_architectural/10231/Floor-1,4,"0,1,2,3,4,5,8",7,37381,37381,256x256,256x256,True,kept,True,,
high_quality_architectural_10234_Floor-1.npz,high_quality_architectural/10234/Floor-1,8,"0,1,2,3,4,5,7,8",8,39928,39928,256x256,256x256,True,kept,True,,
high_quality_architectural_10236_Floor-1.npz,high_quality_architectural/10236/Floor-1,12,"0,1,2,3,4,5,7,8",8,47303,47303,256x256,256x256,True,kept,True,,
high_quality_architectural_10237_Floor-1.npz,high_quality_architectural/10237/Floor-1,0,"0,8",2,1700,1700,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_10237_Floor-2.npz,high_quality_architectural/10237/Floor-2,3,"0,2,4,5,8",5,3007,3007,256x256,256x256,True,kept,True,,
high_quality_architectural_10237_Floor-3.npz,high_quality_architectural/10237/Floor-3,2,"0,4,7,8",4,1559,1559,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_10238_Floor-1.npz,high_quality_architectural/10238/Floor-1,6,"0,1,2,3,4,5,7,8",8,14212,14212,256x256,256x256,True,kept,True,,
high_quality_architectural_10238_Floor-2.npz,high_quality_architectural/10238/Floor-2,6,"0,2,4,5,7,8",6,13372,13372,256x256,256x256,True,kept,True,,
high_quality_architectural_10240_Floor-1.npz,high_quality_architectural/10240/Floor-1,4,"0,1,2,3,4,5,8",7,15565,15565,256x256,256x256,True,kept,True,,
high_quality_architectural_10240_Floor-2.npz,high_quality_architectural/10240/Floor-2,1,"0,5,8",3,13617,13617,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_10242_Floor-1.npz,high_quality_architectural/10242/Floor-1,4,"0,1,2,3,5,6,7,8",8,38130,38130,256x256,256x256,True,kept,True,,
high_quality_architectural_10249_Floor-1.npz,high_quality_architectural/10249/Floor-1,2,"0,1,2,3,8",5,21473,21473,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_10251_Floor-1.npz,high_quality_architectural/10251/Floor-1,5,"0,1,3,4,5,7,8",7,25851,25851,256x256,256x256,True,kept,True,,
high_quality_architectural_10252_Floor-1.npz,high_quality_architectural/10252/Floor-1,5,"0,2,4,5,8",5,16859,16859,256x256,256x256,True,kept,True,,
high_quality_architectural_10254_Floor-1.npz,high_quality_architectural/10254/Floor-1,5,"0,2,3,4,5,7,8",7,31080,31080,256x256,256x256,True,kept,True,,
high_quality_architectural_10255_Floor-1.npz,high_quality_architectural/10255/Floor-1,6,"0,1,2,4,5,7,8",7,17480,17480,256x256,256x256,True,kept,True,,
high_quality_architectural_10255_Floor-2.npz,high_quality_architectural/10255/Floor-2,4,"0,3,4,5,7,8",6,10501,10501,256x256,256x256,True,kept,True,,
high_quality_architectural_10260_Floor-1.npz,high_quality_architectural/10260/Floor-1,4,"0,1,2,3,4,5,6,8",8,37554,37554,256x256,256x256,True,kept,True,,
high_quality_architectural_10262_Floor-1.npz,high_quality_architectural/10262/Floor-1,1,"0,2,7,8",4,10199,10199,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_10262_Floor-2.npz,high_quality_architectural/10262/Floor-2,1,"0,5,8",3,8699,8699,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_10263_Floor-1.npz,high_quality_architectural/10263/Floor-1,6,"0,1,2,3,4,5,7,8",8,17726,17726,256x256,256x256,True,kept,True,,
high_quality_architectural_10263_Floor-2.npz,high_quality_architectural/10263/Floor-2,3,"0,3,5,8",4,8501,8501,256x256,256x256,True,kept,True,,
high_quality_architectural_10267_Floor-1.npz,high_quality_architectural/10267/Floor-1,12,"0,1,2,3,4,5,6,7,8",9,32780,32780,256x256,256x256,True,kept,True,,
high_quality_architectural_10271_Floor-1.npz,high_quality_architectural/10271/Floor-1,0,"0,8",2,2479,2479,256x256,256x256,False,room_count_below_min,False,,
high_quality_architectural_10272_Floor-1.npz,high_quality_architectural/10272/Floor-1,8,"0,1,2,4,5,7,8",7,13263,13263,256x256,256x256,True,kept,True,,
high_quality_architectural_10272_Floor-2.npz,high_quality_architectural/10272/Floor-2,5,"0,3,4,7,8",5,9200,9200,256x256,256x256,True,kept,True,,
high_quality_architectural_10274_Floor-1.npz,high_quality_architectural/10274/Floor-1,4,"0,1,4,5,8",5,9934,9934,256x256,256x256,True,kept,True,,
high_quality_architectural_10275_Floor-1.npz,high_quality_architectural/10275/Floor-1,5,"0,2,3,4,5,7,8",7,36668,36668,256x256,256x256,True,kept,True,,
high_quality_architectural_10276_Floor-1.npz,high_quality_architectural/10276/Floor-1,9,"0,1,2,3,4,5,7,8",8,32618,32618,256x256,256x256,True,kept,True,,
high_quality_architectural_10278_Floor-1.npz,high_quality_architectural/10278/Floor-1,10,"0,1,2,3,4,5,7,8",8,35222,35222,256x256,256x256,True,kept,True,,
high_quality_architectural_10280_Floor-1.npz,high_quality_architectural/10280/Floor-1,5,"0,1,2,3,4,5,8",7,38271,38271,256x256,256x256,True,kept,True,,
high_quality_architectural_10283_Floor-1.npz,high_quality_architectural/10283/Floor-1,5,"0,1,2,3,4,6,7,8",8,12844,12844,256x256,256x256,True,kept,True,,
high_quality_architectural_10283_Floor-2.npz,high_quality_architectural/10283/Floor-2,5,"0,3,4,7,8",5,12348,12348,256x256,256x256,True,kept,True,,
high_quality_architectural_10285_Floor-1.npz,high_quality_architectural/10285/Floor-1,6,"0,1,2,4,5,7,8",7,14903,14903,256x256,256x256,True,kept,True,,
high_quality_architectural_10285_Floor-2.npz,high_quality_architectural/10285/Floor-2,9,"0,3,4,5,7,8",6,21468,21468,256x256,256x256,True,kept,True,,
high_quality_architectural_10288_Floor-1.npz,high_quality_architectural/10288/Floor-1,9,"0,1,2,3,4,5,7,8",8,35451,35451,256x256,256x256,True,kept,True,,
high_quality_architectural_10289_Floor-1.npz,high_quality_architectural/10289/Floor-1,10,"0,1,2,3,4,5,7,8",8,39698,39698,256x256,256x256,True,kept,True,,
high_quality_architectural_10290_Floor-1.npz,high_quality_architectural/10290/Floor-1,6,"0,1,2,3,5,7,8",7,14957,14957,256x256,256x256,True,kept,True,,
